word	function	roman	meaning	freq
書法家	Nab	shu1 fa3 jia1	calligrapher	17
荒地	Nab	huang1 di4	wasteland, undeveloped land	17
陸戰隊	Nab	lu4 zhan4 dui4	marine corps, marines	17
帳面	Nad	zhang4 mian4	book	17
條理	Nad	tiao2 li3	(proper) arrangement/presentation, orderliness, method	17
脆	VH11	cui4	fragile,stack_up,brittle	17
氣魄	Nad	qi4 po4	boldness of vision, daring	17
教法	Nac	jiao1 fa3	teaching methods, pedagogy	17
崖	Nab	yai2	precipice, cliff	17
教訓	VC2	jiao4 xun4	chide,lecture sb.	17
海南島	Nca	hai3 nan2 dao3	Hainan Island	17
斬	VC2	zhan3	chop, cut, behead	17
側目	VI1	ce4 mu4	glance	17
風車	Nab	feng1 che1	windmill, winnower, pinwheel	17
空談	VA4	kong1 tan2	prattle	17
長廊	Ncb	chang2 lang2	covered corridor/walk, gallery	17
阻斷	VC2	zu3 duan4	obstruct,block,stop,hold up,interrupt	17
恩	Nad	en1	kindness, favor	17
附著	VA12	fu4 zhuo2	adhere/stick to	17
威風	Nad	wei1 feng1	dignity, distinction, air of importance, power and prestige	17
空中小姐	Nab	kong1 zhong1 xiao3 jie3	air-stewardess	17
空門	Nad	kong1 men2	Buddhism, school of unreality	17
軍校	Ncb	jun1 xiao4	military academy	17
飛越	VC1	fei1 yue4	fly over/by	17
品格	Nad	pin3 ge2	one's character and morals, quality and style (of literary/artistic works)	17
家產	Naeb	jia1 chan3	patrimony,household effects,family property	17
拐杖	Nab	guai3 zhang4	walking stick	17
後背	Ncb	hou4 bei4	rear,back	17
背離	VC2	bei4 li2	deviate/depart from	17
花招	Nac	hua1 zhao1	thingmajig,stratagem,gubbins,gambit,device,artifice,thingamajig,doodad,bid,trick,ploy,game,thingumabob,play,manoeuvre,thingmabob,gizmo,doohickey,dohickey,thingamabob,thingummy,gimmickery,dojigger,gamesmanship,thingumajig,ruse,gimmick	17
哀愁	VH21	ai1 chou2	sad	17
急流	Nab	ji2 liu2	torrent, rapids, jet stream, jet flow	17
南海	Nca	nan2 hai3	South China Sea, county in Guangdong, lake in Beijing	17
家業	Naeb	jia1 ye4	property,family property	17
削	VC2	xue4	pare/peel with knife, cut, chop	17
造林	VA4	zao4 lin2	forestation,forest,afforest	17
帶去	VC32	dai4 qu4	carry	17
哺乳類	Naeb	bu3 ru3 lei4	mammal family,Mammalia,class Mammalia,mammal	17
振作	VH16	zhen4 zuo4	bestir/exert oneself, stimulate	17
洲	Ncb	zhou1	continent, river islet, sand bar, shoal	17
果菜	Naeb	guo3 cai4	fruit and vegetable	17
叛亂罪	Nad	pan4 luan4 zui4	treason	17
婦科	Ncb	fu4 ke1	(department of) gynecology	17
破爛	VH11	po4 lan4	rubbishy,ragged,frazzle,broken	17
習作	Nab	xi2 zuo4	exercise in composition/drawing/etc.	17
起舞	VA4	qi3 wu3	rise to dance, start dancing	17
涉入	VC1	she4 ru4	tread,entangle,step	17
映照	VH14	ying4 zhao4	shine upon	17
健身	VA4	jian4 shen1	keep fit,exercise	17
偷窺	VC2	tou1 kui1	peep	17
終了	VH11	zhong1 liao3	end, be completed	17
推波助瀾	VA4	tui1 bo1 zhu4 lan2	make a stormy sea stormier,add fuel to flames,add fuel to the flames	17
陣亡	VH11	zhen4 wang2	die in action	17
揉合	VJ1	rou2 he2	compound	17
格格不入	VI2	ge2 ge2 bu2 ru4	like a square peg in a round hole,incompatible,be out of tune with,be out of one's element	17
能	Nad	neng2	ability,capability,skill,energy	17
破滅	VH11	po4 mie4	be shattered, fall through	17
袋	Nfe	dai4	m.[container]	17
既得利益	Nad	ji4 de2 li4 yi4	vested_interest	17
野雞車	Nab	ye3 ji1 che1	cruise	17
國賓	Nab	guo2 bin1	state guest	17
淺見	Nac	qian3 jian4	my humble opinion	17
缺額	Nac	que1 e2	vacancy, opening (job/position)	17
控訴	Nad	kong4 su4	accusation	17
挺身	VA4	ting3 shen1	straighten one's back,straighten back	17
現身說法	VA4	xian4 shen1 shuo1 fa3	advise ... by using one's own experience as an exa,expound by using one's own experience as	17
祕書長	Nab	mi4 shu1 zhang3	secretary-general,prothonotary	17
栽植	VC33	zai1 zhi2	plant, transplant	17
偏方	Nac	pian1 fang1	folk prescription,cult	17
混沌	Nad	hun4 dun4	primal chaos	17
龍蝦	Nab	long2 xia1	lobster	16
罰款	VB12	fa2 kuan3	fine,forfeit,penalty	16
稱職	VH11	cheng4 zhi2	fill post with credit,employable,be competent	16
導演	VC31	dao3 yan3	direct (film/play/etc.)	16
衝入	VC1	chong1 ru4	pierce,thrust	16
臺地	Nab	tai2 di4	terrace,tableland,platform,mesa	16
遵行	VC2	zun1 xing2	act on, follow	16
醃	VC2	yan1	corn,salt,preserve,cure,pickle,souse	16
蔥	Nab	cong1	onion, scallion	16
戰利品	Nab	zhan4 li4 pin3	spoils of war	16
憲章	Nac	xian4 zhang1	charter	16
煽動	VC2	shan1 dong4	incite, stir up (war/etc.)	16
審計	VC2	shen3 ji4	audit	16
播映	VC31	bo1 ying4	broadcast on TV	16
謂語	Nab	wei4 yu3	predicate	16
賜給	VD1	si4 gei3	send,give	16
鳴叫	VA4	ming2 jiao4	call (of animals), emit sound (of horn/siren/etc.), beep	16
磁帶機	Nab	ci2 dai4 ji1	tape_drive	16
睡午覺	VA12	shui4 wu3 jiao4	have siesta	16
遮蓋	VC2	zhe1 gai4	cover, overspread, conceal, cover up	16
愛不釋手	VI1	ai4 bu2 shi4 shou3	fondle admiringly	16
漁夫	Nab	yu1 fu1	<Nab> fisherman	16
橡皮	Naa	xiang4 pi2	rubber, eraser	16
療養	VC2	liao2 yang3	recuperate, convalesce	16
電視劇	Nac	dian4 shi4 ju4	TV play	16
嘗到	VC2	chang2 dao4	come to know,become aware of,taste	16
旗子	Nab	qi2 zi5	flag, banner, pennant	16
興旺	VH11	xing1 wang4	thrive,succeed,flourish,boom,prosper	16
燕窩	Naa	yan4 wo1	edible bird's nest	16
激賞	VJ2	ji1 shang3	praise highly	16
興辦	VC31	xing1 ban4	initiate, set up	16
綻放	VC31	zhan4 fang4	blossom	16
構件	Nab	gou4 jian4	(structural) member, component, component, part	16
零亂	VH11	ling2 luan4	confused	16
調味	VA4	tiao2 wei4	season,flavor,add flavor,savour,sauce,savor,flavour	16
橢圓	Nac	tuo3 yuan2	ellipse	16
銀樓	Ncb	yin2 lou2	jeweler's shop	16
應聲	VA4	ying4 sheng1	echo,happen right at the sound of	16
凝重	VH11	ning2 zhong4	dignified	16
僧人	Nab	seng1 ren2	monk	16
旗袍	Nab	qi2 pao2	women's cheongsam,cheong-sam,sheath with slit skirt,a sheath with a slit skirt,a close-fitting woman's dress with high neck and s,cheongsam	16
靜默	VH11	jing4 mo4	become silent, mourn in silence	16
環抱	VC2	huan2 bao4	encircle, hem in	16
擦身而過	VA11	ca1 shen1 er2 guo4	shave	16
頭顱	Nab	tou2 lu2	head, skull	16
積存	VJ3	ji1 cun2	store/lay up, stockpile	16
廢料	Naa	fei4 liao4	waste, scrap, rubbish	16
總署	Ncb	zong3 shu3	head office, main administration	16
孵蛋	VA4	fu1 dan4	sit,brood,hatch,breed,incubate	16
蛛絲馬跡	Nad	zhu1 si1 ma3 ji1	traces,clues	16
幾許	Neqa	ji3 xu3	det.:	16
馴服	VC2	xun2 fu2	tame	16
麥子	Nab	mai4 zi5	wheat	16
游標	Nac	you2 biao1	vernier, cursor	16
解聘	VC2	jie3 pin4	dismiss an employee,dismiss employee	16
鄉下人	Nab	xiang1 xia4 ren2	country folk	16
發自	VJ1	fa1 zi4	stem from,originate	16
發展為	VG1	fa1 zhan3 wei2	organize	16
順遂	VH11	shun4 sui4	go well,go smoothly	16
落日	Naa	luo4 ri4	setting sun	16
餃子	Nab	jiao3 zi5	dumplings, Ch. ravioli	16
粥	Naa	zhou1	gruel, porridge, congee	16
慕名	VI1	mu4 ming2	admire famous person,out of admiration	16
發狂	VH11	fa1 kuang2	go crazy,craze,go mad,mad,demented,crazy,madden,rage,distraught	16
結	Nab	jie2	junction,node	16
雄心	Nad	xiong2 xin1	great ambition, lofty aspiration	16
雄壯	VH11	xiong2 zhuang4	forte	16
意料	VE2	yi4 liao4	anticipate, expect	16
裡外	Ncdb	li3 wai4	inside and out	16
發呆	VH11	fa1 dai1	stare blankly,muzzy,drowse,be in a daze,nap,be in a trance,be lost in thought,look like an idiot,stunned	16
結成	VG2	jie2 cheng2	form	16
豢養	VC2	huan4 yang3	feed, groom, keep	16
街口	Ncc	jie1 kou3	street	16
溶解	VH16	rong2 jie3	dissolve	16
僱主	Nab	gu4 zhu3	gaffer,beanfeast,employer,hirer	16
蒸	VC2	zheng1	evaporate, steam	16
論斷	VE2	lun4 duan4	posit	16
撕裂	VC2	si1 lie4	tear,rive,rip,slit,rend,lacerate,tear_apart,laniate,lancinate,avulse	16
嚇一跳	VH21	xia4 yi1 tiao4	startle,start	16
總動員	VA4	zong3 dong4 yuan2	general mobilization,total mobilization	16
僵持	VH11	jiang1 chi2	be deadlocked	16
寫法	Nad	xie3 fa3	style of writing, way of writing characters	16
暮色	Nad	mu4 se4	dusk, twilight	16
醉鬼	Nab	zui4 gui3	drunkard, inebriate	16
端詳	VC2	duan1 xiang2	scrutinize carefully	16
廠長	Nab	chang3 zhang3	factory director/manager	16
誤	Dh	wu4	by mistake	16
尋獲	VC2	xun2 huo4	light upon,find,discover,run_down,strike,come upon,come across,run down,happen upon,chance upon,chance on	16
誤用	VC2	wu4 yong4	misuse	16
喉	Nab	hou2	throat, larynx	16
製片	Nab	zhi4 pian4	producer,movie-making,film_producer	16
蒙上	VC2	meng2 shang4	cover	16
蓋上	VC2	gai4 shang4	affix,cover,build	16
蜘蛛	Nab	zhi1 zhu1	spider	16
養家	VA4	yang3 jia1	support a family	16
戰	VC2	zhan4	fight	16
縫隙	Nab	feng4 xi4	chink, crack, crevice	16
積木	Nab	ji1 mu4	toy building blocks/bricks	16
稿件	Naeb	gao3 jian4	manuscript,contribution,copy	16
總價	Nad	zong3 jia4	total price	16
滾動	VA11	gun3 dong4	roll, trundle	16
償	VC2	chang2	repay, compensate for, fulfill	16
藥膳	Nab	yao4 shan4	health-building diet	16
獵取	VC2	lie4 qu3	hunt, bag, pursue, seek, hunt for	16
難以置信	VI1	nan2 yi3 zhi4 xin4	incredible	16
流轉	VA11	liu2 zhuan3	wander about, roam	16
肺結核	Nad	fei4 jie1 he2	pulmonary tuberculosis (TB)	16
後座	Ncb	hou4 zuo4	backseat	16
拍子	Nab	pai1 zi5	bat, racket, beat, time	16
浸	VB12	jin4	soak, steep, immerse	16
啃	VC2	ken3	gnaw, nibble	16
原則性	Nad	yuan2 ze2 xing4	sense of principle	16
河岸	Ncb	he2 an4	river bank	16
幽深	VH11	you1 shen1	profound	16
苗圃	Ncb	miao2 pu3	nursery	16
知心	A	zhi1 xin1	intimate, understanding	16
紀錄	VC33	ji4 lu4	take notes,keep minutes	16
除掉	VC2	chu2 diao4	eliminate, except	16
持平	VH11	chi2 ping2	be equalized	16
島民	Nab	dao3 min2	islander	16
侵	VC2	qin1	invade, intrude into, approach, get near to	16
商號	Nab	shang1 hao4	shop, store, business establishment	16
租稅	Naeb	zu1 shui4	taille,taxation,taxes and levies	16
逝去	VH11	shi4 qu4	go_by,pass_away,flit	16
高官	Nab	gao1 guan1	high official	16
花車	Nab	hua1 che1	parade float	16
挺舉	VC2	ting3 ju3	heave,clean and jerk	16
唐老鴨	Nba	tang2 lao3 ya1	Donald_duck	16
特長	Nac	te4 chang2	special aptitude, specialty	16
康	Nbc	kang1	Cam,well-being,health,Surname,Kang	16
密爾瓦基	Nca	mi4 er3 wa3 ji1	Milwaukee	16
茶道	Nad	cha2 dao4	tea ceremony	16
商榷	VE2	shang1 que4	deliberate	16
特稿	Nab	te4 gao3	special contribution (to a publication)	16
捷報	Nac	jie2 bao4	report of success/victory	16
挫	VC2	cuo4	defeat, frustrate, subdue, deflate	16
教皇	Nab	jiao4 huang2	pope, pontiff	16
國策	Nad	guo2 ce4	basic policy of state, national policy	16
教育家	Nab	jiao4 yu1 jia1	educationist, educator	16
帶子	Nab	dai4 zi5	belt, girdle, band, tape	16
野獸派	Nac	ye3 shou4 pai4	fauvism	16
耶路撒冷	Nca	ye1 lu4 sa1 leng3	Jerusalem	16
皆大歡喜	VH11	jie1 da4 huan1 xi3	everybody is happy,to the satisfaction of all	16
咧	Tc	lie1	particle: expressing exclamation	16
倉頡	Nba	cang1 jie2	mythical inventor of writing, name of a method to input characters by their components	16
畏縮	VH11	wei4 suo1	recoil, flinch	16
風化	Nad	feng1 hua4	morals and manners, decency, efflorescence, weathering	16
威武	VH11	wei1 wu3	dominant	16
首演	Nac	shou3 yan3	opening_night,introduction,first appearance,opening night,launching,entry,curtain raising,debut,unveiling,opening	16
林肯	Nba	lin2 ken3	Lincoln	16
苦水	Nad	ku3 shui3	hard/bitter water, bile rising to mouth, suffering	16
封殺	VC2	feng1 sha1	nab	16
波光	Nad	po1 guang1	shimmer of water	16
紅樓夢	Nba	hong2 lou2 meng4	{Dream of the Red Chamber}	16
淤積	VH14	yu1 ji1	silt up, deposit	16
想通	VH21	xiang3 tong1	become convinced,come round	16
長頸鹿	Nab	chang2 jing3 lu4	giraffe	16
風華	Nad	feng1 hua2	elegance and talent	16
長出來	VH14	zhang3 chu1 lai2	grow out	16
押韻	VH11	ya1 yun4	rhyme,jingle,rime	16
倭寇	Nab	wo1 kou4	Jp. pirates	16
信譽	Nad	xin4 yu1	prestige, credit, reputation	16
要項	Nac	yao4 xiang4	capitulation	16
益友	Nab	yi4 you3	helpful friend	16
毒素	Naa	du2 su4	toxin, poison	16
放回	VC32	fang4 hui2	let return	16
修路	VA4	xiu1 lu4	repair road,build a way	16
是也	Tb	shi4 ye3	particle: used in classical Chinese to explicate a former statement	16
咸	Dab	xian2	all	16
埋下	VC33	mai2 xia4	bury	16
表層	Nad	biao3 ceng2	surface/top layer	16
附小	Ncb	fu4 xiao3	attached primary school	16
品性	Nad	pin3 xing4	moral character	16
泥濘	VH11	ni2 ning4	muddy	16
治標	VA4	zhi4 biao1	palliate,merely alleviate symptom of illness,take stopgap measures,bring about a temporary solution,palliative,merely alleviate the symptoms of an illness	16
南邊	Ncdb	nan2 bian1	the south	16
洋裝	Nab	yang2 zhuang1	Western-style bookbinding, Western-style clothes	16
貴州	Nca	gui4 zhou1	Guizhou province	16
新華社	Nca	xin1 hua2 she4	Xinhua News Agency	16
解約	VA4	jie3 yue1	free,terminate an agreement,discharge	16
經絡	Naeb	jing1 luo4	meridian,main and collateral channels through which vital e,energy channels	16
港灣	Nab	gang3 wan1	harbor, estuary	16
策劃	Nab	ce4 hua4	planner	16
圓圈	Nac	yuan2 quan1	circle, ring	16
詳述	VC2	xiang2 shu4	describe/recount in detail	16
照應	VC2	zhao4 ying4	coordinate, correlate	16
菜市場	Ncb	cai4 shi4 chang3	food market,market	16
煩躁	VH21	fan2 zao4	be fidgety/agitated/peevish	16
朝陽	Nab	zhao1 yang2	rising sun, eastern slope of mountain	16
彙集	VJ3	hui4 ji2	collect	16
焦躁	VH21	jiao1 zao4	fretted,restless with anxiety,natter,jitter	16
節儉	VH11	jie2 jian3	scrimp,economize,thrifty,husband,frugal,stint,retrench,pinch	16
會診	VC2	hui4 zhen3	consult a doctor,group consultation,consultation of doctors	16
溫床	Nab	wen1 chuang2	hotbed, breeding ground	16
微不足道	VH11	wei2 bu4 zu2 dao4	insignificant,negligible	16
棋賽	Nac	qi2 sai4	board game tournament	16
吵雜	VH11	chao3 za2	racket	16
幽幽	VH11	you1 you1	leave one's life to fate	16
頒	VD1	ban1	proclaim, issue, share responsibility	16
跳槽	VA4	tiao4 cao2	change jobs,throw up one job and take on another	16
義務教育	Nad	yi4 wu4 jiao4 yu1	compulsory education	16
無動於衷	VH21	wu2 dong4 yu1 zhong1	die	16
斑紋	Nab	ban1 wen2	stripe, streak, maculation	16
腸炎	Nad	chang2 yan2	enteritis	16
嗎啡	Naa	ma3 fei1	morphine	16
會計室	Ncb	kuai4 ji4 shi4	countinghouse	16
嗓子	Nab	sang3 zi5	throat, larynx, voice	16
碑	Nab	bei1	stone stele	16
復	VH16	fu4	turn round/over,answer,recover,restore,revenge	16
園藝	Nad	yuan2 yi4	horticulture, gardening	16
飯館	Ncb	fan4 guan3	restaurant	16
碰面	VA4	peng4 mian4	encounter,confront,meet	16
湊熱鬧	VA4	cou4 re4 nao4	add trouble to,join in the fun	16
普照	VC2	pu3 zhao4	illuminate all things	16
貪圖	VJ2	tan1 tu2	seek, covet	16
記下來	VB12	ji4 xia4 lai2	record	16
連續性	Nad	lian2 xu4 xing4	continuity, continuance	16
粉刷	VC2	fen3 shua1	whitewash, plaster	16
排泄物	Naa	pai2 xie4 wu4	ordure,excretory,crap,expelling,turd,body waste,emission,egestion,feces,dejecta,poop,egesta,slop,ejection,waste,evacuation,dirt,bowel movement,excretory product,dejection,discharge,faeces,shit,bm,excrescency,excrement,excreta,rejectamenta,excretion,movement	16
高價	Nad	gao1 jia4	Dh	16
祭祖	VA4	ji4 zu3	offer sacrifices to ancestors	16
雷根	Nba	lei2 gen1	Ronald_Wilson_Reagan	16
笑嘻嘻	VA4	xiao4 xi1 xi1	grinning,smiling broadly,grin	16
舶來品	Nab	bo2 lai2 pin3	imported/foreign goods	16
救星	Nab	jiu4 xing1	liberator, emancipator	16
宿主	Nab	su4 zhu3	host	16
高人	Nab	gao1 ren2	person of high quality, very capable/talented person	16
記起	VK1	ji4 qi3	think	16
從軍	VA4	cong2 jun1	engage,soldier,enlistment,enlist,join army,join the army	16
動能	Nad	dong4 neng2	kinetic energy	16
莎士比亞	Nba	sha1 shi4 bi3 ya3	Shakespeare	16
袖子	Nab	xiu4 zi5	sleeve	16
楞	VH14	leng4	dumbfounded, struck dumb, rash, reckless, self-willed	16
微血管	Nab	wei2 xie3 guan3	blood capillary	16
慨嘆	VE2	kai3 tan4	sigh with regret	16
搭檔	Nab	da1 dang3	partner	16
勞	VF2	lao2	put sb. to the trouble of..., express one's appreciation to	16
傳動	VA4	chuan2 dong4	driving	16
會話	Nad	hui4 hua4	conversation (as in language course)	16
傳教	VB11	chuan2 jiao4	preach,evangelize,propagandize,missionize,do missionary work	16
草藥	Nab	cao3 yao4	medicinal herbs	16
萬里	Nca	wan4 li3	Sabaoth	16
討飯	VA4	tao3 fan4	be a beggar,beg for food,go begging	16
揚琴	Nab	yang2 qin2	dulcimer	16
圍坐	VA12	wei2 zuo4	sit around sb./sth.	16
獅子會	Ncb	shi1 zi5 hui4	Lions_Club	16
琴弦	Nab	qin2 xian2	string (of musical instrument)	16
雷	Nbc	lei2	Ray,thunder,Surname,mine,Lei	16
乾坤	Naea	qian2 kun1	the universe,heaven and earth,cosmos,universe	16
清一色	Dh	qing1 yi1 se4	uniformly	16
媒人	Nab	mei2 ren2	matchmaker, go-between	16
野地	Ncb	ye3 di4	wild country, wilderness	16
企業化	VH16	qi4 ye4 hua4	run an enterprise on a commecial basis	16
窠臼	Nad	ke1 jiu4	set pattern	16
開滿	VH14	kai1 man3	open out all over	16
雪山	Nab	xue3 shan1	snow-capped mountain	16
神靈	Naeb	shen2 ling2	god,manitou,gods,divinities,oversoul,deity,spirit,deities,spirits,jinnee,power,divinity	16
規律	VH11	gui1 lu4	regular	16
來得及	VH11	lai2 de5 ji2	there's still time to do sth.,be in time	16
國門	Nad	guo2 men2	gate of national capital, border, frontier	16
豆漿	Naa	dou4 jiang1	soybean milk	16
絃	Nab	xian2	cord	16
格子	Nac	ge2 zi5	check, pattern in squares	16
神燈	Nab	shen2 deng1	token	16
浸淫	VI1	jin4 yin2	stain gradually, be familiar with	16
羞辱	VC2	xiu1 ru4	humiliate, put sb. to shame	16
貨款	Naeb	huo4 kuan3	money for buying/selling goods,payment for goods,money for selling goods,money for buying goods,payments for goods	16
清寒	VH11	qing1 han2	poor	16
接種	VC31	jie1 zhong3	inoculate	16
老本	Naeb	lao3 ben3	principal,capital	16
老兄	Nab	lao3 xiong1	old chap	16
自滿	VH21	zi4 man3	self-satisfied,pretend,puff up,complacent,swell	16
身家	Nad	shen1 jia1	self and family, ancestry, pedigree	16
老鄉	Nab	lao3 xiang1	fellow villager, friendly address for male villager, country bumpkin	16
冷落	VJ1	leng3 luo4	treat coldly, cold-shoulder	16
休息室	Ncb	xiu1 xi2 shi4	lounge, lobby, vestibule, foyer	16
發光	VH11	fa1 guang1	flame,luminesce,bloom,radiate,glow,luminescent,burn,sparkle,irradiate,gloze,luminous,shine,glance,alight,beam,shaft,emit light,give out light,brighten,lighten,fulgurate,ray,be luminous,glisten,burnish	16
杜甫	Nba	du4 fu3	poet, second in fame only to Li Bai	16
破例	VH11	po4 li4	make an exception,make exception,break rule,break a rule	16
列島	Naeb	lie4 dao3	a chain of islands,archipelago	16
印行	VC31	yin4 xing2	print and distribute, publish	16
印度洋	Nca	yin4 du4 yang2	Indian Ocean	16
次之	VH11	ci4 zhi1	come second	16
供過於求	VH11	gong1 guo4 yu1 qiu2	glut,supply exceeds demand	16
行囊	Nab	xing2 nang2	traveling bag	16
拔掉	VC31	ba2 diao4	pull	16
自得其樂	VH21	zi4 de2 qi2 le4	be content with one's lot	16
能耐	Nad	neng2 nai4	ability, capability, skill	16
晉升	VG2	jin4 sheng1	promote to higher office	16
胸膛	Nab	xiong1 tang2	chest	16
商展	Nac	shang1 zhan3	commodity exhibition	16
莫	Nbc	mo4	Surname	16
淨利	Nad	jing4 li4	net profit	16
強而有力	VH11	qiang2 er2 you3 li4	powerful	16
浸泡	VB12	jin4 pao4	soak, immerse	16
茶水	Naa	cha2 shui3	tea, water ready for tea	16
海豹	Nab	hai3 bao4	seal	16
馬來人	Nab	ma3 lai2 ren2	Malayan	16
淡忘	VK1	dan4 wang4	fade from memory	16
參政	VA4	can1 zheng4	participate in politics,politicize,participate in government and political affairs	16
無拘無束	VH11	wu2 ju1 wu2 shu4	unrestrained	16
專刊	Nab	zhuan1 kan1	special issue/column, monograph	16
相像	VH11	xiang1 xiang4	resemble, be similar/alike	16
吟誦	VE2	yin2 song4	chant, recite	16
軒然大波	Nac	xuan1 ran2 da4 po1	great disturbance,mighty uproar	16
眼藥水	Naa	yan3 yao4 shui3	eyewash	16
脫口而出	VE2	tuo1 kou3 er2 chu1	blat_out	16
祖父母	Naeb	zu3 fu4 mu3	grandparent	16
粗細	Nad	cu1 xi4	(degree of) thickness, degree of finish, quality of work	16
羞	VH21	xiu1	<VH21> embarrass (sb.)	16
記過	VB11	ji4 guo4	record a demerit,demerit,record demerit	16
清廉	VH11	qing1 lian2	honest	16
核銷	VC2	he2 xiao1	cancel after verification,cancellation after verification	16
排序	Nad	pai2 xu4	mode	16
棄守	VC2	qi4 shou3	yield_up	16
匿名	VH11	ni4 ming2	anonymous,pseudonymous	16
曼哈頓	Nca	man4 ha1 dun4	Manhattan	16
理論	VE2	li3 lun4	argue	16
通訊社	Ncb	tong1 xun4 she4	news/press agency/service	16
眼簾	Nab	yan3 lian2	eye	16
訓	VC2	xun4	lecture, teach, train	16
處	VA4	chu3	get along (with sb.)	16
斬獲	Nad	zhan3 huo4	gains,results	16
混濁	VH11	hun2 zhuo2	turbid	16
委任	Nv1	wei3 ren4	appoint	16
枷鎖	Nab	jia1 suo3	yoke, chains, fetters	16
面板	Nab	mian4 ban3	panel board, front panel, surface veneer	16
玩兒	VA4	wan2 er2	treat lightly,play,trifle with,have fun,enjoy,amuse onself	16
戕害	VC2	qiang2 hai4	slay	16
昇起	VA2	sheng1 qi3	lift_off,unfurl	16
同種	VH11	tong2 zhong3	homogeneous	16
吉達	Nca	ji2 da2	Jidda,cheddar	16
吻合	VH11	wen3 he2	be identical with, be good fit	16
重修	VC2	chong2 xiu1	rebuild	16
兩極	Nce	liang3 ji2	the two poles (of the earth or a magnet/battery)	16
